Product Id;Name;Short Description;Long Description;Categories Names;Wholesale Price;Active;Tax Rate;Unity;Unit Price Ratio;Default Category Id;Categories Ids;Default Category Name
2836;"Złoty pierścionek z diamentem EY-106 topaz";"<p></p>
<p>Kamień centralny: topaz 0,50ct</p>
<p>Kamienie boczne: brylanty 0,03ct H/Si</p>";;"z topazem";430,000000;1;23;;0,000000;27;27;"z topazem"
