"web-scraper-order";"foto1,foto2";"produkt";"kod";"opis";"foto1";"foto2";"foto3";"foto4";"waga";"kategoria";"cena"
"1521779871-349";"https://sklep.bestdiamonds.pl/userdata/gfx/ad4a3755d9dd7c139175b6b3bbd460cd.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/657ed7e6a04e8fdca9564bd33d3cc7e3.jpg";"Pierścionek EY-175 0,03ct";"EY-175 0,03ct";"Brylant 0,03ct H/Si";"/userdata/gfx/ad4a3755d9dd7c139175b6b3bbd460cd.jpg";"/userdata/gfx/657ed7e6a04e8fdca9564bd33d3cc7e3.jpg";"/userdata/gfx/36d2fd42a18c0b9606b35e46f2fd08f1.jpg";"/userdata/gfx/4e5095e7fe136ffd64e4c4b73b075818.jpg";"Waga: 1,30 - 1,70g";"z brylantami";"370"
"1521779716-277";"https://sklep.bestdiamonds.pl/userdata/gfx/02d51fb9cb5866238491de0c46019ed0.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/25e159283131ad2a78675b55f12c64a8.jpg";"Pierścionek EY-222B 0,25ct";"EY-222B 0,25ct";"Brylant 0,25ct H/Si";"/userdata/gfx/02d51fb9cb5866238491de0c46019ed0.jpg";"/userdata/gfx/25e159283131ad2a78675b55f12c64a8.jpg";"/userdata/gfx/7b3df1d58945986868c2e0f161350848.jpg";"/userdata/gfx/11b7102ea5faea5c75acf37c1836a51e.jpg";"Waga: 2,10 - 2,50g";"z brylantami";"1550"
"1521780078-444";"https://sklep.bestdiamonds.pl/userdata/gfx/7ce96297ac86d18d1650fa3396940ae7.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/d8dc072383fb5a48d226ba1fec805845.jpg";"Pierścionek EY-423 0,50 ct";"EY-423 0,50 ct";"Brylant 0,50 ct H/Si";"/userdata/gfx/7ce96297ac86d18d1650fa3396940ae7.jpg";"/userdata/gfx/d8dc072383fb5a48d226ba1fec805845.jpg";"/userdata/gfx/96342aecf83d24006d039c078b3b3d23.jpg";"/userdata/gfx/2285935ecd57f76d323cbd1497487892.jpg";"Waga: 2,50 - 3,00 g";"z brylantami";"0"
"1521779305-84";"https://sklep.bestdiamonds.pl/userdata/gfx/81b3af980c0387faa72919e14a97b352.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/91b3c5387d324529188e9a63d0e27a8d.jpg";"Pierścionek EY-47 0,30ct";"EY-47 0,30ct";"Brylant 0,30 ct H/Si";"/userdata/gfx/81b3af980c0387faa72919e14a97b352.jpg";"/userdata/gfx/91b3c5387d324529188e9a63d0e27a8d.jpg";"/userdata/gfx/a924d9a659099a141d9556011f7f5018.jpg";"/userdata/gfx/d6f8e75bfc749c37bb53b504c2f284bc.jpg";"Waga: 2,50 - 2,90g";"z brylantami";"1960"
"1521779630-236";"https://sklep.bestdiamonds.pl/userdata/gfx/7a19e3b0965b3ffef32a4d64d1c57911.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/87d101adf17d324b88ce61dfbb47205f.jpg";"Pierścionek EY-239 0,20ct";"EY-239 0,20ct";"Brylant 0,20ct H/Si";"/userdata/gfx/7a19e3b0965b3ffef32a4d64d1c57911.jpg";"/userdata/gfx/87d101adf17d324b88ce61dfbb47205f.jpg";"/userdata/gfx/1d970c5237bbd6a4be652228505c8ada.jpg";"/userdata/gfx/5489de8f008b7f9057f767cd44d0ca18.jpg";"Waga: 1,50 - 1,90g";"z brylantami";"1260"
"1521780267-530";"https://sklep.bestdiamonds.pl/userdata/gfx/64cc64bde3b74ec9926932c658813cc8.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/c68360da026019bd24f2b06ae22b6e6d.jpg";"Pierścionek EY-340 0,12ct";"EY-340 0,12ct";"Brylant 0,12ct H/Si";"/userdata/gfx/64cc64bde3b74ec9926932c658813cc8.jpg";"/userdata/gfx/c68360da026019bd24f2b06ae22b6e6d.jpg";"/userdata/gfx/df35a550f09805fadbdf6a5b464bc2ab.jpg";"/userdata/gfx/2ba82f6f14f29ac5487e99fe16f3e2fa.jpg";"Waga: 1,70 - 2,10g";"z brylantami";"740"
"1521779191-30";"https://sklep.bestdiamonds.pl/userdata/gfx/681426373bf96ed2b210fb9ec9d1b0f5.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/23c4f75f72cedbada048e7052ec7feda.jpg";"Pierścionek EY-76 topaz";"EY-76 topaz";"Kamień centralny: topaz 0,50 ct
Kamienie boczne: brylanty 0,03 ct H/Si";"/userdata/gfx/681426373bf96ed2b210fb9ec9d1b0f5.jpg";"/userdata/gfx/23c4f75f72cedbada048e7052ec7feda.jpg";"/userdata/gfx/121a5237e027f997b731caf41b287a21.jpg";"/userdata/gfx/e0f8ec55303efb52ee90eebc7fd8472f.jpg";"Waga: 2,00 - 2,40g";"z topazem";"490"
"1521780275-534";"https://sklep.bestdiamonds.pl/userdata/gfx/e72214b2c29ffe05d2081d3ce91de16d.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/19406cd556e6f4fa2109cde2f947cab6.jpg";"Pierścionek EY-336 0,15ct";"EY-336 0,15ct";"Brylant 0,15ct H/Si";"/userdata/gfx/e72214b2c29ffe05d2081d3ce91de16d.jpg";"/userdata/gfx/19406cd556e6f4fa2109cde2f947cab6.jpg";"/userdata/gfx/d26d48827e3c3f69d26cd55e2c9f1f81.jpg";"/userdata/gfx/2bbf94b280421ca8fa0c140ddeefff59.jpg";"Waga: 1,40 - 1,80g";"z brylantami";"920"
"1521779295-79";"https://sklep.bestdiamonds.pl/userdata/gfx/c2ed6c0ada54bf45617de3a2772a0ca4.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/7d6019389639b201fdf6d127291f63ba.jpg";"Pierścionek EY-5 topaz";"EY-5 topaz";"Kamień centralny: topaz 0,50 ct
Kamienie boczne: brylanty 0,05 ct H/Si";"/userdata/gfx/c2ed6c0ada54bf45617de3a2772a0ca4.jpg";"/userdata/gfx/7d6019389639b201fdf6d127291f63ba.jpg";"/userdata/gfx/c873280e653ace14e8cde8eea6ac6a2c.jpg";"/userdata/gfx/c8ad557302adb040387db0a01d933014.jpg";"Waga: 1,70 - 2,10g";"z topazem";"519.92"
"1521779599-221";"https://sklep.bestdiamonds.pl/userdata/gfx/d2283d8eabb02ef0e79760d3268bee49.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/9892cff7fb30414437921a8cc260cc00.jpg";"Pierścionek EY-254 0,10ct";"EY-254 0,10ct";"Brylant 0,10ct H/Si";"/userdata/gfx/d2283d8eabb02ef0e79760d3268bee49.jpg";"/userdata/gfx/9892cff7fb30414437921a8cc260cc00.jpg";"/userdata/gfx/6c6b2e15eba434c4c117a783ac68254c.jpg";"/userdata/gfx/3601e6a2ac5d737a822d9f8b85104a62.jpg";"Waga: 1,80 - 2,20g";"z brylantami";"650"
"1521779737-287";"https://sklep.bestdiamonds.pl/userdata/gfx/868ed884875449d2b6a8250351d06720.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/ac5bd1fd1733e840b45b76697b504724.jpg";"Pierścionek EY-22 0,04ct";"EY-22 0,04ct";"Brylant: 0,04ct H/Si";"/userdata/gfx/868ed884875449d2b6a8250351d06720.jpg";"/userdata/gfx/ac5bd1fd1733e840b45b76697b504724.jpg";"/userdata/gfx/5744abe666e085a55d833e83e1fc5bf2.jpg";"/userdata/gfx/32442ff01172ccb41ebc829e976f3a86.jpg";"Waga: 2,20 - 2,60g";"z brylantami";"480"
"1521779260-63";"https://sklep.bestdiamonds.pl/userdata/gfx/1b83c7f5ca7bdc48033963d398cd9457.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/d344a003aa99181dc0ac463f0f6a0efb.jpg";"Pierścionek EY-64 0,03ct";"EY-64 0,03ct";"Brylanty 0,03 ct H/Si";"/userdata/gfx/1b83c7f5ca7bdc48033963d398cd9457.jpg";"/userdata/gfx/d344a003aa99181dc0ac463f0f6a0efb.jpg";"/userdata/gfx/32dacf5b2c5139419ba2d7e8e8aefd36.jpg";"/userdata/gfx/d530d00a36b116d8178f9ab0130943e9.jpg";"Waga: 1,80 - 2,20g";"z brylantami";"380"
"1521779401-128";"https://sklep.bestdiamonds.pl/userdata/gfx/7e595d903bfeb12afc4df8032ff777de.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/088cbef0db17e376f620550dc97dc0b9.jpg";"Pierścionek EY-318 0,10ct";"EY-318 0,10ct";"Brylant 0,10ct H/Si";"/userdata/gfx/7e595d903bfeb12afc4df8032ff777de.jpg";"/userdata/gfx/088cbef0db17e376f620550dc97dc0b9.jpg";"/userdata/gfx/dc79f7407d80be6140e3ebdeb99cba15.jpg";"/userdata/gfx/b0707894e0f1a1ad49bb78ffc1091a53.jpg";"Waga: 1,80 - 2,20g";"z brylantami";"650"
"1521780142-473";"https://sklep.bestdiamonds.pl/userdata/gfx/08ad632453d7f4e9d1c1714cb617df65.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/9fef5ccfbdf41102590b23997492cae4.jpg";"Pierścionek EY-394 0,24ct";"EY-394 0,24ct";"Kamień centralny: brylant 0,23 ct H/Si
Kamienie boczne: brylanty 0,01 ct H/Si";"/userdata/gfx/08ad632453d7f4e9d1c1714cb617df65.jpg";"/userdata/gfx/9fef5ccfbdf41102590b23997492cae4.jpg";"/userdata/gfx/40dd0e09764d79095d707665598fd691.jpg";"/userdata/gfx/f8de8cf3aab7f2f49a65bb9b46932c6d.jpg";"Waga: 2,30 - 2,70g";"z brylantami";"1500"
"1521780231-513";"https://sklep.bestdiamonds.pl/userdata/gfx/01cbd345e8e8eb32222b0678cd9276df.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/d891c7123ea04839a669892e810cee75.jpg";"Pierścionek EY-356 0,45ct";"EY-356 0,45ct";"Kamień centralny: brylant 0,25 ct H/Si
Kamienie boczne: brylanty 0,20 ct H/Si";"/userdata/gfx/01cbd345e8e8eb32222b0678cd9276df.jpg";"/userdata/gfx/d891c7123ea04839a669892e810cee75.jpg";"/userdata/gfx/ed6df81d5200586d84767743f8c9ae54.jpg";"/userdata/gfx/521212d5ed8cddfda3197c87f20997d4.jpg";"Waga: 3,50 - 3,90g";"z brylantami";"2480"
"1521779336-99";"https://sklep.bestdiamonds.pl/userdata/gfx/f20c79e6dea0a6538e3febb1953a387f.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/b4fa75ef827a6e30fdc1ee9af01d2fa2.jpg";"Pierścionek EY-40 topaz";"EY-40 topaz";"Kamień centralny: topaz 1,10 ct
Kamienie boczne: brylanty 0,01 ct H/Si";"/userdata/gfx/f20c79e6dea0a6538e3febb1953a387f.jpg";"/userdata/gfx/b4fa75ef827a6e30fdc1ee9af01d2fa2.jpg";"/userdata/gfx/4a8f8c5b0469169b4314f8cd22105a7f.jpg";"/userdata/gfx/c6552b691d0b749c855539d36afec777.jpg";"Waga: 1,30 - 1,70g";"z topazem";"350"
"1521779773-304";"https://sklep.bestdiamonds.pl/userdata/gfx/5d55689a1c18d34f0be15e2a5e49aa9e.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/a75318864ab082933ca86b89b6d81ff3.jpg";"Pierścionek EY-203 0,23ct";"EY-203 0,23ct";"Brylant 0,23ct H/Si";"/userdata/gfx/5d55689a1c18d34f0be15e2a5e49aa9e.jpg";"/userdata/gfx/a75318864ab082933ca86b89b6d81ff3.jpg";"/userdata/gfx/435c35728657f2b427418feec300599c.jpg";"/userdata/gfx/95f1edf94c3aad95b61317d793eda342.jpg";"Waga: 1,50 - 1,90g";"z brylantami";"1430"
"1521779202-35";"https://sklep.bestdiamonds.pl/userdata/gfx/e237dbe4eef65f53cb9e2fd18ff688fb.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/d2e50c81cb385fa6f07e469c822f583a.jpg";"Pierścionek EY-75 szafir";"EY-75 szafir";"Kamień centralny: szafir 0,50 ct
Kamienie boczne: brylanty 0,08 ct H/Si";"/userdata/gfx/e237dbe4eef65f53cb9e2fd18ff688fb.jpg";"/userdata/gfx/d2e50c81cb385fa6f07e469c822f583a.jpg";"/userdata/gfx/497e8f335e337949b2e056a4f3cf969d.jpg";"/userdata/gfx/c46cfb412256cf7757438a0fd5599651.jpg";"Waga: 3,00 - 3,40g";"z szafirem";"860"
"1521779464-157";"https://sklep.bestdiamonds.pl/userdata/gfx/667b7cf73fc53c1236907b9158859a9e.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/897f09c50c2912489db23be6329fdc0a.jpg";"Pierścionek EY-301 rubin";"EY-301 rubin";"Kamień centralny: rubin 0,60ct
Kamienie boczne: brylanty 0,05ct H/Si";"/userdata/gfx/667b7cf73fc53c1236907b9158859a9e.jpg";"/userdata/gfx/897f09c50c2912489db23be6329fdc0a.jpg";"/userdata/gfx/a1c78b535245dda7f93458527bd064ff.jpg";"/userdata/gfx/b4ee6e2f6f11c899ba61343f836650a8.jpg";"Waga: 2,00 - 2,40g";"z rubinem";"650"
"1521779355-107";"https://sklep.bestdiamonds.pl/userdata/gfx/325a259865a12c76ca5287334ad4fb6b.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/a5d5101a70f217a956b3838a4e06ce09.jpg";"Pierścionek EY-37 rubin";"EY-37 rubin";"Kamień centralny: rubin 1,00 ct
Kamienie boczne: brylanty 0,30 ct H/Si";"/userdata/gfx/325a259865a12c76ca5287334ad4fb6b.jpg";"/userdata/gfx/a5d5101a70f217a956b3838a4e06ce09.jpg";"/userdata/gfx/ac01664467297e1c831ddda748f50027.jpg";"/userdata/gfx/74a836ef79b72cb5aa0d50bd611e19c2.jpg";"Waga: 2,30 - 2,70g";"z rubinem";"1600"
"1521779303-83";"https://sklep.bestdiamonds.pl/userdata/gfx/4cb8190693b51db92e63fd27ec766baf.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/e57ec1ecac465569287dbef804047129.jpg";"Pierścionek EY-48 topaz";"EY-48 topaz";"Kamień centralny: topaz 1,70 ct
Kamienie boczne: brylanty 0,42 ct H/Si";"/userdata/gfx/4cb8190693b51db92e63fd27ec766baf.jpg";"/userdata/gfx/e57ec1ecac465569287dbef804047129.jpg";"/userdata/gfx/387f3b307d23ec958e107f66f076d88e.jpg";"/userdata/gfx/116d0b2fcc75e441da582bd70b0b8966.jpg";"Waga: 2,50 - 2,90g";"z topazem";"1850"
"1521780047-431";"https://sklep.bestdiamonds.pl/userdata/gfx/8a99985d6c4345d160211d3dc81a735f.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/2ef1e3f81fc6c2a14afb8025b0f4605e.jpg";"Pierścionek EY-91 czarne brylanty";"EY-91 czarne brylanty";"Kamień centralny: brylant czarny 0,04 ct
Kamienie boczne: brylanty czarne 0,02 ct
                               brylanty 0,03 ct H/Si";"/userdata/gfx/8a99985d6c4345d160211d3dc81a735f.jpg";"/userdata/gfx/2ef1e3f81fc6c2a14afb8025b0f4605e.jpg";"/userdata/gfx/14b0d585efb21d38381938e451efa711.jpg";"/userdata/gfx/1785e60ef7fe1dd0faa4d53ae81a1920.jpg";"Waga: 1,30 - 1,70g";"z czarnymi brylantami";"450"
"1521780095-451";"https://sklep.bestdiamonds.pl/userdata/gfx/a2473f745a52cd3e8c4348280823c4ef.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/b313679d8e363aabfed77b525db4bc13.jpg";"Pierścionek EY-414 rubin";"EY-414 rubin";"Kamień centralny: rubin 0,15 ct
Kamienie boczne: brylanty 0,02 ct H/Si";"/userdata/gfx/a2473f745a52cd3e8c4348280823c4ef.jpg";"/userdata/gfx/b313679d8e363aabfed77b525db4bc13.jpg";"/userdata/gfx/66f2e61c58ff83053c4b29185341ac52.jpg";"/userdata/gfx/8eed341c83fa7e92303fd48d6683c3e9.jpg";"Waga: 2,00 - 2,40g";"z rubinem";"730"
"1521780117-462";"https://sklep.bestdiamonds.pl/userdata/gfx/f1e8b8bf83c8330890b4d862ecc82564.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/0c17a6e92bee27ee2544501596ccef3e.jpg";"Pierścionek EY-405 0,23ct";"EY-405 0,23ct";"Brylant 0,23ct H/Si";"/userdata/gfx/f1e8b8bf83c8330890b4d862ecc82564.jpg";"/userdata/gfx/0c17a6e92bee27ee2544501596ccef3e.jpg";"/userdata/gfx/a443b47b634216f16496feb1a223d0de.jpg";"/userdata/gfx/681979dcc72d0458d1020deddf89a8d3.jpg";"Waga: 2,20 - 2,60g";"z brylantami";"1430"
"1521779550-198";"https://sklep.bestdiamonds.pl/userdata/gfx/e9e22895f34ecf2a60faad972de83db5.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/78c44b6764ae6b0c42d9d83fd6a229d2.jpg";"Pierścionek EY-272 0,31ct";"EY-272 0,31ct";"Kamień centralny: brylant 0,10 ct H/Si
Kamienie boczne: brylanty 0,21 ct H/Si";"/userdata/gfx/e9e22895f34ecf2a60faad972de83db5.jpg";"/userdata/gfx/78c44b6764ae6b0c42d9d83fd6a229d2.jpg";"/userdata/gfx/71859f55e7c7ac15f5d45a217fc7f5df.jpg";"/userdata/gfx/36dbd24be7ab8ef66c12a7f739049c19.jpg";"Waga: 1,80 - 2,20g";"z brylantami";"1350"
"1521780293-542";"https://sklep.bestdiamonds.pl/userdata/gfx/9cf174243e2cbab9cda971425affeffd.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/c749519fb2ebb26c870e08e672974c62.jpg";"Pierścionek EY-319 0,50ct";"EY-319 0,50ct";"Brylant 0,50ct H/Si";"/userdata/gfx/9cf174243e2cbab9cda971425affeffd.jpg";"/userdata/gfx/c749519fb2ebb26c870e08e672974c62.jpg";"/userdata/gfx/165d23800b420735928cec5ff04faee1.jpg";"/userdata/gfx/36fe249ff970b271f9d96f686bab9a51.jpg";"Waga: 2,50 - 3,00g";"z brylantami";"0"
"1521779648-245";"https://sklep.bestdiamonds.pl/userdata/gfx/c542e953a026a5136382211ef6c112e1.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/5f2fe3654b2330eb37d2da2f74ab26ac.jpg";"Pierścionek EY-233 0,50ct";"EY-233 0,50ct";"Brylant 0,50ct H/Si";"/userdata/gfx/c542e953a026a5136382211ef6c112e1.jpg";"/userdata/gfx/5f2fe3654b2330eb37d2da2f74ab26ac.jpg";"/userdata/gfx/224af38e143e93bcc92d40bf90375d90.jpg";"/userdata/gfx/20d2800fb2afb927b380be27da7af8a7.jpg";"Waga: 4,00 - 4,80g";"z brylantami";"0"
"1521780250-522";"https://sklep.bestdiamonds.pl/userdata/gfx/07735b2ccf3901615a2593fd707be8b9.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/cbc8f8eae4f66e45b2aedd6e00bb8c92.jpg";"Pierścionek EY-346b 0,28ct";"EY-346b 0,28ct";"Kamień centralny: brylant 0,25 ct H/Si
Kamienie boczne: brylanty 0,03 ct H/Si";"/userdata/gfx/07735b2ccf3901615a2593fd707be8b9.jpg";"/userdata/gfx/cbc8f8eae4f66e45b2aedd6e00bb8c92.jpg";"/userdata/gfx/0cc2796e77c63fa0f8a0d3140fdbec92.jpg";"/userdata/gfx/87bc761c6752289db72de799657a6a71.jpg";"Waga: 1,80 - 2,20g";"z brylantami";"1750"
"1521779904-364";"https://sklep.bestdiamonds.pl/userdata/gfx/1cee98bbf0d5cde595cd20f5bc575f55.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/4c704d60adc5b934385e7c251783ea7e.jpg";"Pierścionek EY-157 0,10ct";"EY-157 0,10ct";"Brylanty 0,10ct H/Si";"/userdata/gfx/1cee98bbf0d5cde595cd20f5bc575f55.jpg";"/userdata/gfx/4c704d60adc5b934385e7c251783ea7e.jpg";"/userdata/gfx/407ac6c5f90236a2dce7c117e5b37fe3.jpg";"/userdata/gfx/a217e9b5c57778192184012bd91cd833.jpg";"Waga: 2,30 - 2,70g";"z brylantami";"680"
"1521780160-481";"https://sklep.bestdiamonds.pl/userdata/gfx/e4424503fdb914d7fa2e2abb5b4e2ee3.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/c38fee850ae21f9ff918c5c1d29f76a0.jpg";"Pierścionek EY-386 0,09ct";"EY-386 0,09ct";"Brylant 0,09ct H/Si";"/userdata/gfx/e4424503fdb914d7fa2e2abb5b4e2ee3.jpg";"/userdata/gfx/c38fee850ae21f9ff918c5c1d29f76a0.jpg";"/userdata/gfx/fe61bc467ec04f6ac78b4f8debcab289.jpg";"/userdata/gfx/01f95f31530a97a0011f730cace75750.jpg";"Waga: 1,40 - 1,80g";"z brylantami";"620"
"1521779166-18";"https://sklep.bestdiamonds.pl/userdata/gfx/2ff48d5145c69761144ba1da82774034.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/bc5891fb6f0fa18401db506751f6b247.jpg";"Pierścionek EY-84 ametyst";"EY-84 ametyst";"Kamień centralny: ametyst 0,50 ct
Kamienie boczne: brylanty 0,05 ct H/Si";"/userdata/gfx/2ff48d5145c69761144ba1da82774034.jpg";"/userdata/gfx/bc5891fb6f0fa18401db506751f6b247.jpg";"/userdata/gfx/6a0ca9b0f236665c847f718eca60f364.jpg";"/userdata/gfx/67f7f33317f656ef22a2088467e99c42.jpg";"Waga: 1,50 - 1,90g";"z ametystem";"480"
"1521779449-150";"https://sklep.bestdiamonds.pl/userdata/gfx/63769dd09d99570f76a7388cafb6a753.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/39e1d8a16a19d6699619cecf543fba8d.jpg";"Pierścionek EY-304 rubin";"EY-304 rubin";"Kamień centralny: rubin 0,60ct
Kamienie boczne: brylanty 0,07ct H/Si";"/userdata/gfx/63769dd09d99570f76a7388cafb6a753.jpg";"/userdata/gfx/39e1d8a16a19d6699619cecf543fba8d.jpg";"/userdata/gfx/375db8f758ea745dda5e299c46067665.jpg";"/userdata/gfx/b36c3e0f6185bd17e1c3ac8f0d9d870a.jpg";"Waga: 2,40 - 2,80g";"z rubinem";"770"
"1521779640-241";"https://sklep.bestdiamonds.pl/userdata/gfx/75893f1bffa15a09e7fb81fa8d48b512.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/6b3869ad6fad77dba3428fc90a18dbd1.jpg";"Pierścionek EY-237 0,11ct";"EY-237 0,11ct";"Brylant 0,11ct H/Si";"/userdata/gfx/75893f1bffa15a09e7fb81fa8d48b512.jpg";"/userdata/gfx/6b3869ad6fad77dba3428fc90a18dbd1.jpg";"/userdata/gfx/f536d439c24e4e44a92afb594da88b20.jpg";"/userdata/gfx/27aa61c5e8856d0e2b2feb9ef9ff14dc.jpg";"Waga: 1,00 - 1,40g";"z brylantami";"540"
"1521780196-498";"https://sklep.bestdiamonds.pl/userdata/gfx/af66e8a4c6d42c4d09bab25ba0045c73.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/079333239120673ac2033f460087e5c4.jpg";"Pierścionek EY-369 0,15ct";"EY-369 0,15ct";"Brylant 0,15ct H/Si";"/userdata/gfx/af66e8a4c6d42c4d09bab25ba0045c73.jpg";"/userdata/gfx/079333239120673ac2033f460087e5c4.jpg";"/userdata/gfx/34a584327567c642dd6dd808e7ea03f5.jpg";"/userdata/gfx/90bb0c4183899593e6b6df0a7fc29ff9.jpg";"Waga: 1,80 - 2,20g";"z brylantami";"920"
"1521779597-220";"https://sklep.bestdiamonds.pl/userdata/gfx/5416a5bc49165c61acaf2bd8621bac07.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/9a153ea4f66466d86510e04f5cc94b9d.jpg";"Pierścionek EY-255 0,10ct";"EY-255 0,10ct";"Brylant 0,10ct H/Si";"/userdata/gfx/5416a5bc49165c61acaf2bd8621bac07.jpg";"/userdata/gfx/9a153ea4f66466d86510e04f5cc94b9d.jpg";"/userdata/gfx/a85c429b8fff839146bf6ff0109d6557.jpg";"/userdata/gfx/057f1260ee4af03e811d25f2839331d1.jpg";"Waga: 2,00 - 2,40g";"z brylantami";"650"
"1521779638-240";"https://sklep.bestdiamonds.pl/userdata/gfx/39ba431729d0c1b13e4c066b64017641.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/c52d9182a1007532e825cb6d07e42f87.jpg";"Pierścionek EY-238 0,20ct";"EY-238 0,20ct";"Kamień centralny: brylant 0,12 ct
Kamienie boczne: brylanty 0,08 ct H/Si";"/userdata/gfx/39ba431729d0c1b13e4c066b64017641.jpg";"/userdata/gfx/c52d9182a1007532e825cb6d07e42f87.jpg";"/userdata/gfx/12604ec9a7713e03aee7f1dfa1046d0a.jpg";"/userdata/gfx/f4f9a9def4ca1ad377d43a54d382cea4.jpg";"Waga: 1,50 - 1,90g";"z brylantami";"1000"
"1521779978-399";"https://sklep.bestdiamonds.pl/userdata/gfx/c613b41c6988028bbef5f4e927e0b601.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/6fa53fb32daca76977904ced2a6ecfe9.jpg";"Pierścionek EY-119 szafir";"EY-119 szafir";"Kamień centralny: szafir 0,70ct
Kamienie boczne: brylanty 0,05ct H/Si";"/userdata/gfx/c613b41c6988028bbef5f4e927e0b601.jpg";"/userdata/gfx/6fa53fb32daca76977904ced2a6ecfe9.jpg";"/userdata/gfx/82fa91fcdbca2c11a6c31ca6744dfdeb.jpg";"/userdata/gfx/a0d5778870772afbd1b9c9bdfe89be29.jpg";"Waga: 1,50 - 1,90g";"z szafirem";"590"
"1521779270-68";"https://sklep.bestdiamonds.pl/userdata/gfx/2c73765053ea672eddccb27339fc457b.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/13dfae9ffef907e1483ebc2050522988.jpg";"Pierścionek EY-58 0,12ct";"EY-58 0,12ct";"Brylant 0,12 ct H/Si";"/userdata/gfx/2c73765053ea672eddccb27339fc457b.jpg";"/userdata/gfx/13dfae9ffef907e1483ebc2050522988.jpg";"/userdata/gfx/fbcf953743bd4768e8060ded1b5dceb3.jpg";"/userdata/gfx/9c5c4aa9fe705246410fa0e3c61dad52.jpg";"Waga: 1,50 - 1,90g";"z brylantami";"740"
"1521780303-547";"https://sklep.bestdiamonds.pl/userdata/gfx/4bfbc7303aa3f788456b1eb6eac5abdf.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/a8690743292223e53bd44b363ac32f8a.jpg";"Pierścionek EY-228 0,40ct";"EY-228 0,40ct";"Brylant 0,40ct H/Si";"/userdata/gfx/4bfbc7303aa3f788456b1eb6eac5abdf.jpg";"/userdata/gfx/a8690743292223e53bd44b363ac32f8a.jpg";"/userdata/gfx/898a7dfa513eafa7b0565fb41ad35bad.jpg";"/userdata/gfx/a1b60525b1c4b64206d80cde696996c5.jpg";"Waga: 2,00 - 2,40g";"z brylantami";"0"
"1521779416-134";"https://sklep.bestdiamonds.pl/userdata/gfx/bb7c5e552d1dfa22e202be8b3678abb8.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/245a87c7db8bcfad6f6858c1df53d24f.jpg";"Pierścionek EY-312 szafir";"EY-312 szafir";"Kamień centralny: szafir 0,70ct
Kamienie boczne: brylanty 0,10ct H/Si";"/userdata/gfx/bb7c5e552d1dfa22e202be8b3678abb8.jpg";"/userdata/gfx/245a87c7db8bcfad6f6858c1df53d24f.jpg";"/userdata/gfx/4d9a250575648c8cb330bac5fb0f904f.jpg";"/userdata/gfx/9cd2ebc93375af885d52eef0bc94e419.jpg";"Waga: 2,20 - 2,60g";"z szafirem";"850"
