"web-scraper-order";"foto1,foto2";"produkt";"kod";"opis";"foto1";"foto2";"foto3";"foto4";"waga";"kategoria";"cena"
"1521779714-276";"https://sklep.bestdiamonds.pl/userdata/gfx/9c51cc81522e4d8e1ab1e99761cdbe43.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/20cfcf0f6dc6c25d76e55652d8c72755.jpg";"Pierścionek EY-222B 0,30ct";"EY-222B 0,30ct";"Brylant 0,30ct H/Si";"/userdata/gfx/9c51cc81522e4d8e1ab1e99761cdbe43.jpg";"/userdata/gfx/20cfcf0f6dc6c25d76e55652d8c72755.jpg";"/userdata/gfx/222ae78ad330b4de1ad74b2feeded6f5.jpg";"/userdata/gfx/9b4c3850c3637dc16f7c3257271e0fd2.jpg";"Waga: 2,10 - 2,50g";"z brylantami";"1960"
"1521779493-171";"https://sklep.bestdiamonds.pl/userdata/gfx/ae7b59a7d948b1077e311177b4ca2933.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/f815247c225fe303a1c2c4940c228f1a.jpg";"Pierścionek EY-294 0,10ct";"EY-294 0,10ct";"Brylant 0,10ct H/Si";"/userdata/gfx/ae7b59a7d948b1077e311177b4ca2933.jpg";"/userdata/gfx/f815247c225fe303a1c2c4940c228f1a.jpg";"/userdata/gfx/818103d341b63b35c3c714121fc3e3c1.jpg";"/userdata/gfx/8b3408dd2e3e048cf5c30e132e76bd24.jpg";"Waga: 2,40 - 2,80g";"z brylantami";"650"
"1521779902-363";"https://sklep.bestdiamonds.pl/userdata/gfx/33404377927896b0622139eddb33b9e5.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/e169f49eed6f04d8f3cc6a515da90ba9.jpg";"Pierścionek EY-158 0,05ct";"EY-158 0,05ct";"Brylant 0,05ct H/Si";"/userdata/gfx/33404377927896b0622139eddb33b9e5.jpg";"/userdata/gfx/e169f49eed6f04d8f3cc6a515da90ba9.jpg";"/userdata/gfx/13b2d919146e2ab318d1fbf9a315d058.jpg";"/userdata/gfx/3dfac02034acba21ae216c144c3b625a.jpg";"Waga: 1,30 - 1,70g";"z brylantami";"450"
"1521779646-244";"https://sklep.bestdiamonds.pl/userdata/gfx/5b9e43072d8ffeacec1d499d7e97752b.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/aac2016f4db6b914ef747d59f702c849.jpg";"Pierścionek EY-234 0,25ct";"EY-234 0,25ct";"Brylant 0,25ct H/Si";"/userdata/gfx/5b9e43072d8ffeacec1d499d7e97752b.jpg";"/userdata/gfx/aac2016f4db6b914ef747d59f702c849.jpg";"/userdata/gfx/17a32fc3846906faca5c0a94a6d67e58.jpg";"/userdata/gfx/7a096bc685a2a416642e77af5070579c.jpg";"Waga: 2,20 - 2,60g";"z brylantami";"1550"
"1521780215-507";"https://sklep.bestdiamonds.pl/userdata/gfx/135347417c68fd6de48e2f4ca692d525.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/2fe38a10f8a0fa4aa9a8934416813b46.jpg";"Pierścionek EY-361 0,08ct";"EY-361 0,08ct";"Brylant 0,08ct H/Si";"/userdata/gfx/135347417c68fd6de48e2f4ca692d525.jpg";"/userdata/gfx/2fe38a10f8a0fa4aa9a8934416813b46.jpg";"/userdata/gfx/2f034b206fab7b34b207abf19a7a13ca.jpg";"/userdata/gfx/dabf6c90d492eb960864420120e8724c.jpg";"Waga: 2,20 - 2,60g";"z brylantami";"600"
"1521779164-17";"https://sklep.bestdiamonds.pl/userdata/gfx/750a7c11878e6c656f569c9eb6bc81de.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/9c90171c2d307c9bf03d85b6cb4ef65c.jpg";"Pierścionek EY-84 oliwin";"EY-84 oliwin";"Kamień centralny: oliwin 0,60 ct
Kamienie boczne: brylanty 0,05 ct H/Si";"/userdata/gfx/750a7c11878e6c656f569c9eb6bc81de.jpg";"/userdata/gfx/9c90171c2d307c9bf03d85b6cb4ef65c.jpg";"/userdata/gfx/4a2b5055332e52c4f5da12f9a503e3d9.jpg";"/userdata/gfx/803303675cf6bea0893e31b065654476.jpg";"Waga: 1,50 - 1,90g";"z oliwinem";"480"
"1521779670-255";"https://sklep.bestdiamonds.pl/userdata/gfx/02402fdfae807e7cb7761b8eb3a8baa4.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/d82e770f7d3cea11ca34830300a5900b.jpg";"Pierścionek EY-229B 0,30ct";"EY-229B 0,30ct";"Brylant 0,30ct H/Si";"/userdata/gfx/02402fdfae807e7cb7761b8eb3a8baa4.jpg";"/userdata/gfx/d82e770f7d3cea11ca34830300a5900b.jpg";"/userdata/gfx/50ba2167d98d6ea3e538689ec5db4792.jpg";"/userdata/gfx/717f64260d8837fc65d4c358aa61b285.jpg";"Waga: 2,20 - 2,60g";"z brylantami";"1960"
"1521779297-80";"https://sklep.bestdiamonds.pl/userdata/gfx/3ceee65a97f97fe23e4559fa989a0e21.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/990d2a9f9aef1077a0a2bcfa71b8e6db.jpg";"Pierścionek EY-5 tanzanit";"EY-5 tanzanit";"Kamień centralny: tanzanit 0,40 ct
Kamienie boczne: brylanty 0,05 ct H/Si";"/userdata/gfx/3ceee65a97f97fe23e4559fa989a0e21.jpg";"/userdata/gfx/990d2a9f9aef1077a0a2bcfa71b8e6db.jpg";"/userdata/gfx/b870553c1351c8138c054fd44d898cb1.jpg";"/userdata/gfx/1f3a20e2882fadc9830ddaa7a2080251.jpg";"Waga: 1,70 - 2,10g";"z tanzanitem";"600"
"1521780183-492";"https://sklep.bestdiamonds.pl/userdata/gfx/4068a281c83b1692cd0b3737bdca30e2.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/a4ad6509a4d3934b4a0c287ab24d0cb6.jpg";"Pierścionek EY-375 0,23ct";"EY-375 0,23ct";"Brylant 0,23ct H/Si";"/userdata/gfx/4068a281c83b1692cd0b3737bdca30e2.jpg";"/userdata/gfx/a4ad6509a4d3934b4a0c287ab24d0cb6.jpg";"/userdata/gfx/ac6938f777edd753031c4a92313376d4.jpg";"/userdata/gfx/4a610052589f081c4f4b9cddf8a9f0f5.jpg";"Waga: 1,60 - 2,00g";"z brylantami";"1430"
"1521779578-211";"https://sklep.bestdiamonds.pl/userdata/gfx/ae0fd4f907bb4121b3f94c4563cb1d19.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/504e43e9973d70a261aed2a5992d3d65.jpg";"Pierścionek EY-263 0,15ct";"EY-263 0,15ct";"Brylant 0,15ct H/Si";"/userdata/gfx/ae0fd4f907bb4121b3f94c4563cb1d19.jpg";"/userdata/gfx/504e43e9973d70a261aed2a5992d3d65.jpg";"/userdata/gfx/cb3dc673ef78945478061e93300f97e3.jpg";"/userdata/gfx/bf241bc2b47f1525d90c26b73b704ecf.jpg";"Waga: 2,10 - 2,50g";"z brylantami";"920"
"1521780269-531";"https://sklep.bestdiamonds.pl/userdata/gfx/c85c1aecc4f1380813ea462650bd430e.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/ed6abe4b70d6c2718d0427d03d302a32.jpg";"Pierścionek EY-339 0,37ct";"EY-339 0,37ct";"Kamień centralny: brylant 0,25 ct H/Si
Kamienie boczne: brylanty 0,12 ct H/Si";"/userdata/gfx/c85c1aecc4f1380813ea462650bd430e.jpg";"/userdata/gfx/ed6abe4b70d6c2718d0427d03d302a32.jpg";"/userdata/gfx/36ec96e2acb2c1b78b5c424c7c014084.jpg";"/userdata/gfx/8db6e16e36ae258155d60ef7cf4d2ec4.jpg";"Waga: 2,20 - 2,60g";"z brylantami";"2000"
"1521780279-536";"https://sklep.bestdiamonds.pl/userdata/gfx/dbab47b1907d89d3048416bfca94e512.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/0a6c8b8bbcf4ac0fd2e888c823ffad8f.jpg";"Pierścionek EY-334 0,09ct";"EY-334 0,09ct";"Brylant 0,09ct H/Si";"/userdata/gfx/dbab47b1907d89d3048416bfca94e512.jpg";"/userdata/gfx/0a6c8b8bbcf4ac0fd2e888c823ffad8f.jpg";"/userdata/gfx/2be811a81052ba47d077cac03249f284.jpg";"/userdata/gfx/b4514d14998e30280fa2d9f411f2e9e2.jpg";"Waga: 2,30 - 2,70g";"z brylantami";"620"
"1521780238-516";"https://sklep.bestdiamonds.pl/userdata/gfx/f8f56a72989d60305e6c6a0840a0716a.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/b6daa91917ed4883acb88cec2d3f2ec7.jpg";"Pierścionek EY-353 0,08ct";"EY-353 0,08ct";"Brylanty 0,08ct H/Si";"/userdata/gfx/f8f56a72989d60305e6c6a0840a0716a.jpg";"/userdata/gfx/b6daa91917ed4883acb88cec2d3f2ec7.jpg";"/userdata/gfx/c0bc654e26dd0161051d9f7e7f32421d.jpg";"/userdata/gfx/426b06a1460eced8991598430d3594e3.jpg";"Waga: 2,70 - 3,10g";"z brylantami";"730"
"1521779655-248";"https://sklep.bestdiamonds.pl/userdata/gfx/c26047da344a62cd6f914fa1cdf00a1e.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/c525573e1a24f9413ce1f71b22c911a0.jpg";"Pierścionek EY-231B 0,30ct";"EY-231B 0,30ct";"Brylant 0,30ct H/Si";"/userdata/gfx/c26047da344a62cd6f914fa1cdf00a1e.jpg";"/userdata/gfx/c525573e1a24f9413ce1f71b22c911a0.jpg";"/userdata/gfx/be464920f524d5536f0cd8b06f94c2f0.jpg";"/userdata/gfx/7da84243aa485375cc608bcdab5cf1a6.jpg";"Waga: 2,10 - 2,50g";"z brylantami";"1960"
"1521780192-496";"https://sklep.bestdiamonds.pl/userdata/gfx/e9f2778cd2d5b2a1264870405ceef6ce.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/b99447630806ce10428d6aea9e78fc7d.jpg";"Pierścionek EY-371 0,09ct";"EY-371 0,09ct";"Brylant 0,09ct H/Si";"/userdata/gfx/e9f2778cd2d5b2a1264870405ceef6ce.jpg";"/userdata/gfx/b99447630806ce10428d6aea9e78fc7d.jpg";"/userdata/gfx/4827ccd7b7a1f41391289804764c430a.jpg";"/userdata/gfx/6c2f47493ca5889cfcad5e2937f884b8.jpg";"Waga: 1,90 - 2,30g";"z brylantami";"620"
"1521779706-272";"https://sklep.bestdiamonds.pl/userdata/gfx/038e46bebc9e8e3405a6e482b05cd662.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/ab650693c6f7a1f0fa5ddfa135535212.jpg";"Pierścionek EY-223B 0,30ct";"EY-223B 0,30ct";"Brylant 0,30ct H/Si";"/userdata/gfx/038e46bebc9e8e3405a6e482b05cd662.jpg";"/userdata/gfx/ab650693c6f7a1f0fa5ddfa135535212.jpg";"/userdata/gfx/58a2f7c0c7a9c326599466af45604303.jpg";"/userdata/gfx/b8141bfdfc0ab5e4b530b847b6e6400d.jpg";"Waga: 2,30 - 2,70g";"z brylantami";"1960"
"1521780103-455";"https://sklep.bestdiamonds.pl/userdata/gfx/3079d76aa2b58457e124a8ea25ba22f1.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/004ccabb23c57e96cd0caabd3cea006c.jpg";"Pierścionek EY-411 0,13ct";"EY-411 0,13ct";"Kamień centralny: brylant 0,10 ct H/Si
Kamienie boczne: brylanty 0,03 ct H/Si";"/userdata/gfx/3079d76aa2b58457e124a8ea25ba22f1.jpg";"/userdata/gfx/004ccabb23c57e96cd0caabd3cea006c.jpg";"/userdata/gfx/b9919cc298a6d4853a7fbb140b7333f6.jpg";"/userdata/gfx/12ecf89da6bbabe712c73497f9f97cec.jpg";"Waga: 1,70 - 2,10g";"z brylantami";"750"
"1521779558-202";"https://sklep.bestdiamonds.pl/userdata/gfx/4c311c36cf4851507687b410e38cf64d.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/ed058569f8448dc851fb44fcbfe5f46f.jpg";"Pierścionek EY-271 0,29ct";"EY-271 0,29ct";"Kamień centralny: brylant 0,15 ct H/Si
Kamienie boczne: brylanty 0,14 ct H/Si";"/userdata/gfx/4c311c36cf4851507687b410e38cf64d.jpg";"/userdata/gfx/ed058569f8448dc851fb44fcbfe5f46f.jpg";"/userdata/gfx/8caa5ea1d4015db969def9126fa2bb8b.jpg";"/userdata/gfx/d24273811a2c7c250aa84208deb9cf34.jpg";"Waga: 2,20 - 2,60g";"z brylantami";"1490"
"1521779432-142";"https://sklep.bestdiamonds.pl/userdata/gfx/9c3c3ae45e4e92979232e3921ae28b8e.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/2dd5a7c254368fc4bee6c8b0148a666b.jpg";"Pierścionek EY-308 szafir";"EY-308 szafir";"Kamień centralny: szafir 0,90ct
Kamienie boczne: brylanty 0,05ct H/Si";"/userdata/gfx/9c3c3ae45e4e92979232e3921ae28b8e.jpg";"/userdata/gfx/2dd5a7c254368fc4bee6c8b0148a666b.jpg";"/userdata/gfx/af816e197afb6b32877171402c8f4e8b.jpg";"/userdata/gfx/ae3b56ff9bf0e27e23f74d724498655f.jpg";"Waga: 2,20 - 2,60g";"z szafirem";"850"
"1521779958-389";"https://sklep.bestdiamonds.pl/userdata/gfx/eda5d2f5b27683e7d4ed41854090b307.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/dfbd9c71459ed72e360d348dc4b4e6bf.jpg";"Pierścionek EY-124 0,10ct";"EY-124 0,10ct";"Brylant 0,10ct H/Si";"/userdata/gfx/eda5d2f5b27683e7d4ed41854090b307.jpg";"/userdata/gfx/dfbd9c71459ed72e360d348dc4b4e6bf.jpg";"/userdata/gfx/083ac9c25e546b97643bc758c776259e.jpg";"/userdata/gfx/3e690a16f6aef955d44ddc7f338d535d.jpg";"Waga: 1,40 - 1,70g";"z brylantami";"650"
"1521779175-22";"https://sklep.bestdiamonds.pl/userdata/gfx/c82008f57d456cdef2d296709ccc0719.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/1863d2b5c659f7bd064ce11f3a1c18fd.jpg";"Pierścionek EY-80 topaz";"EY-80 topaz";"Kamień centralny: topaz 1,70 ct
Kamienie boczne: brylanty 0,16 ct H/Si";"/userdata/gfx/c82008f57d456cdef2d296709ccc0719.jpg";"/userdata/gfx/1863d2b5c659f7bd064ce11f3a1c18fd.jpg";"/userdata/gfx/908b6f7ca81fc3e2995ccd8e374aa6ff.jpg";"/userdata/gfx/17f8b57edb12bd21a5ced9a4ed8dec38.jpg";"Waga: 2,60 - 3,00g";"z topazem";"1100"
"1521780217-508";"https://sklep.bestdiamonds.pl/userdata/gfx/65bc9572ad58925d6ae8eeb4b94da8e5.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/4b63cce9389e6f61d4da67bd691f5e9c.jpg";"Pierścionek EY-360 0,08ct";"EY-360 0,08ct";"Brylant 0,08ct H/Si";"/userdata/gfx/65bc9572ad58925d6ae8eeb4b94da8e5.jpg";"/userdata/gfx/4b63cce9389e6f61d4da67bd691f5e9c.jpg";"/userdata/gfx/e946a8959751a2627c30ed77100acd90.jpg";"/userdata/gfx/2dbe26329fc8ea13379a72b1139cda47.jpg";"Waga: 2,30 - 2,70g";"z brylantami";"600"
"1521779293-78";"https://sklep.bestdiamonds.pl/userdata/gfx/ad31f5cf1edf36fbfd26f445048d6b29.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/45eeb2917c5bd8abebec605b8a1e69e6.jpg";"Pierścionek EY-50 rubin";"EY-50 rubin";"Kamień centralny: rubin 1,70 ct
Kamienie boczne: brylanty 0,06 ct H/Si";"/userdata/gfx/ad31f5cf1edf36fbfd26f445048d6b29.jpg";"/userdata/gfx/45eeb2917c5bd8abebec605b8a1e69e6.jpg";"/userdata/gfx/7867ae8bc86678a515641aeb6c254cb8.jpg";"/userdata/gfx/201f01b00be9a45211b88eb3579e709e.jpg";"Waga: 1,60 - 2,00g";"z rubinem";"960"
"1521779809-321";"https://sklep.bestdiamonds.pl/userdata/gfx/7c5fb55cfc2e8e363af98ef0bde7c24c.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/9dd591941df7082d94394a324d118f6a.jpg";"Pierścionek EY-191B 0,10ct";"EY-191B 0,10ct";"Brylant 0,10ct H/Si";"/userdata/gfx/7c5fb55cfc2e8e363af98ef0bde7c24c.jpg";"/userdata/gfx/9dd591941df7082d94394a324d118f6a.jpg";"/userdata/gfx/68341826d42a8c5daf192ae29818fad7.jpg";"/userdata/gfx/1e001fc29da69b96c116890de02a1b04.jpg";"Waga: 1,50 - 1,90g";"z brylantami";"650"
"1521780244-519";"https://sklep.bestdiamonds.pl/userdata/gfx/cd7cd0a3fa5da3f8bdc46e281f8f6cd9.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/ec7d5ac0d5addd116378b8c3e2894161.jpg";"Pierścionek EY-349 0,20ct";"EY-349 0,20ct";"Brylanty 0,20ct H/Si";"/userdata/gfx/cd7cd0a3fa5da3f8bdc46e281f8f6cd9.jpg";"/userdata/gfx/ec7d5ac0d5addd116378b8c3e2894161.jpg";"/userdata/gfx/e7977fcc3dd1059eeb8feb3cc9e453b8.jpg";"/userdata/gfx/6ff4d2329699b49c481c2ad048362ded.jpg";"Waga: 2,00 - 2,40g";"z brylantami";"1000"
"1521779320-91";"https://sklep.bestdiamonds.pl/userdata/gfx/c07c84cb0ff74b77658768455981f91f.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/51042e217e23771b23fb719c1aa4d64d.jpg";"Pierścionek EY-43 szmaragd";"EY-43 szmaragd";"Kamień centralny: szmaragd 0,50 ct
Kamienie boczne: brylanty 0,09 ct H/Si";"/userdata/gfx/c07c84cb0ff74b77658768455981f91f.jpg";"/userdata/gfx/51042e217e23771b23fb719c1aa4d64d.jpg";"/userdata/gfx/a36d6b9ad343fa210f6f6d3c1e1115fc.jpg";"/userdata/gfx/6b5d524c468b050988fcebb9a018ba15.jpg";"Waga: 2,70 - 3,10g";"z szmaragdem";"850"
"1521779229-48";"https://sklep.bestdiamonds.pl/userdata/gfx/d4b1bd2c7d2d57bfb6ec947b83083ffa.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/700b87d72b5226056d03e5bac83bc0c7.jpg";"Pierścionek EY-7 0,08ct";"EY-7 0,08ct";"Brylant: 0,08ct H/Si";"/userdata/gfx/d4b1bd2c7d2d57bfb6ec947b83083ffa.jpg";"/userdata/gfx/700b87d72b5226056d03e5bac83bc0c7.jpg";"/userdata/gfx/d473aafa1c0bba5b063655a5296a037f.jpg";"/userdata/gfx/282f635213eca8744477d651fca99c93.jpg";"Waga: 2,20 - 2,60g";"z brylantami";"600"
"1521780010-414";"https://sklep.bestdiamonds.pl/userdata/gfx/12284ba12c74f2a5f3c05bae964a5210.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/d739fa11da15be9bb36d143c42aeca43.jpg";"Pierścionek EY-103 topaz";"EY-103 topaz";"Kamień centralny: topaz 1,40ct
Kamienie boczne: brylanty 0,03ct H/Si";"/userdata/gfx/12284ba12c74f2a5f3c05bae964a5210.jpg";"/userdata/gfx/d739fa11da15be9bb36d143c42aeca43.jpg";"/userdata/gfx/b964c2b24ab7bb692435ccb8d58afbb3.jpg";"/userdata/gfx/84d038d462b1f8eff3e7a3384d88b68d.jpg";"Waga: 1,90 - 2,30g";"z topazem";"500"
"1521779349-104";"https://sklep.bestdiamonds.pl/userdata/gfx/7854119e08f637fc1f371a684c6e7fa6.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/406d2d86b59eaebf44db8a953f77e704.jpg";"Pierścionek EY-37 topaz";"EY-37 topaz";"Kamień centralny:topaz 0,90 ct
Kamienie boczne: brylanty 0,30 ct H/Si";"/userdata/gfx/7854119e08f637fc1f371a684c6e7fa6.jpg";"/userdata/gfx/406d2d86b59eaebf44db8a953f77e704.jpg";"/userdata/gfx/e28b6c38863ae82f833635a1f2fb60b5.jpg";"/userdata/gfx/e171aa3d27274f0d0c3d63f036d76d7c.jpg";"Waga: 2,30 - 2,70g";"z topazem";"1450"
"1521779139-5";"https://sklep.bestdiamonds.pl/userdata/gfx/36db4529257eee00b1fa6dc15f5851e8.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/ac1f7135c17a6845d47014d8581a0730.jpg";"Pierścionek EY-94 cytryn";"EY-94 cytryn";"Kamień centralny: cytryn 0,60ct
Kamienie boczne: brylanty 0,03ct H/Si";"/userdata/gfx/36db4529257eee00b1fa6dc15f5851e8.jpg";"/userdata/gfx/ac1f7135c17a6845d47014d8581a0730.jpg";"/userdata/gfx/11dc8ec4c87b44ed71f56f6c5ee7fb32.jpg";"/userdata/gfx/90a97e76f33f8c89a5bc8209eeb86752.jpg";"Waga: 1,60 - 2,00g";"z cytrynem";"430"
"1521779775-305";"https://sklep.bestdiamonds.pl/userdata/gfx/65e4deadc5a3b8337daa001d162dd907.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/7f3eb552b8b1a59d5eecc8f6eae4dc96.jpg";"Pierścionek EY-202 0,30ct";"EY-202 0,30ct";"Kamień centralny: brylant 0,15 ct H/Si
Kamienie boczne: brylanty 0,15 ct H/Si";"/userdata/gfx/65e4deadc5a3b8337daa001d162dd907.jpg";"/userdata/gfx/7f3eb552b8b1a59d5eecc8f6eae4dc96.jpg";"/userdata/gfx/02c62c4339f1bfd6419cef2851c3b5b4.jpg";"/userdata/gfx/fdb58f78f03c32c4cd5d15357a8df891.jpg";"Waga: 2,10 - 2,50g";"z brylantami";"1500"
"1521779387-122";"https://sklep.bestdiamonds.pl/userdata/gfx/4ca20b4832107a877b2788f43d018493.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/a17f2970c4eea8e7462b9d98064543dc.jpg";"Pierścionek EY-324 0,04ct";"EY-324 0,04ct";"Brylant 0,04ct H/Si";"/userdata/gfx/4ca20b4832107a877b2788f43d018493.jpg";"/userdata/gfx/a17f2970c4eea8e7462b9d98064543dc.jpg";"/userdata/gfx/cdba57bffa666fb486e9a19343cb16a2.jpg";"/userdata/gfx/59503dfe1903603129c2e869f5423c81.jpg";"Waga: 1,70 - 2,10g";"z brylantami";"390"
"1521779590-217";"https://sklep.bestdiamonds.pl/userdata/gfx/855d8403e82870d90db741ef26c38f95.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/68cffa47887d50508ce8681a1cceaa5f.jpg";"Pierścionek EY-258 0,19ct";"EY-258 0,19ct";"Kamień centralny: brylant 0,15 ct H/Si
Kamienie boczne: brylanty 0,04 ct H/Si";"/userdata/gfx/855d8403e82870d90db741ef26c38f95.jpg";"/userdata/gfx/68cffa47887d50508ce8681a1cceaa5f.jpg";"/userdata/gfx/0c9516c7ce10ce33c80e30959db0f85b.jpg";"/userdata/gfx/47892e15c36bbd2c2e974ba1dd649e72.jpg";"Waga: 2,00 - 2,40g";"z brylantami";"1100"
"1521779949-385";"https://sklep.bestdiamonds.pl/userdata/gfx/89f5df6100c4e7a1425b8a7cef5a2ba1.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/bb327b71af4a23411f32571926b88f2e.jpg";"Pierścionek EY-13 0,10ct";"EY-13 0,10ct";"Brylant: 0,10ct H/Si";"/userdata/gfx/89f5df6100c4e7a1425b8a7cef5a2ba1.jpg";"/userdata/gfx/bb327b71af4a23411f32571926b88f2e.jpg";"/userdata/gfx/457aded7f148098f1a4338b0f563adda.jpg";"/userdata/gfx/d5275565387e5a213606320050837dca.jpg";"Waga: 1,80 - 2,20g";"z brylantami";"650"
"1521779404-129";"https://sklep.bestdiamonds.pl/userdata/gfx/c0244e917730d3403b3114a489d8edd7.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/b95fa69e21520dbb797866349a8549f0.jpg";"Pierścionek EY-317 0,20ct";"EY-317 0,20ct";"Brylant 0,20ct H/Si";"/userdata/gfx/c0244e917730d3403b3114a489d8edd7.jpg";"/userdata/gfx/b95fa69e21520dbb797866349a8549f0.jpg";"/userdata/gfx/059cd9e12445cb55bc9f6be2060ec6be.jpg";"/userdata/gfx/e3dc1f77d9fdf9bd206d61c3aed400f1.jpg";"Waga: 2,00 - 2,40g";"z brylantami";"1260"
"1521779566-206";"https://sklep.bestdiamonds.pl/userdata/gfx/e73f4fadb7992299ebbe790bf8d3d532.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/ef6385e656939dcb5f8f45315c43ee38.jpg";"Pierścionek EY-267 0,30ct";"EY-267 0,30ct";"Brylant 0,30ct H/Si";"/userdata/gfx/e73f4fadb7992299ebbe790bf8d3d532.jpg";"/userdata/gfx/ef6385e656939dcb5f8f45315c43ee38.jpg";"/userdata/gfx/70449a1fd1e6ff9f98f0e433477ec177.jpg";"/userdata/gfx/2291147c3b072cfdcbedf81cefd3afbf.jpg";"Waga: 3,20 - 3,60g";"z brylantami";"1960"
"1521780162-482";"https://sklep.bestdiamonds.pl/userdata/gfx/8871b496277539caa0e7c7e15fcb1199.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/b444d05b174721334810fee91cef7725.jpg";"Pierścionek EY-385 0,09ct";"EY-385 0,09ct";"Brylant 0,09ct H/Si";"/userdata/gfx/8871b496277539caa0e7c7e15fcb1199.jpg";"/userdata/gfx/b444d05b174721334810fee91cef7725.jpg";"/userdata/gfx/35dbdac29e1d4ebc37f32c524f2e392d.jpg";"/userdata/gfx/91daa24ac810ffc8af56bcd161087f5b.jpg";"Waga: 1,20 - 1,60g";"z brylantami";"620"
"1521779132-2";"https://sklep.bestdiamonds.pl/userdata/gfx/db67a010d90777232306c74e051648d4.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/43f5cf4a154b279a2e983b47eaf97e31.jpg";"Pierścionek EY-96 0,07ct";"EY-96 0,07ct";"Brylanty 0,07ct H/Si";"/userdata/gfx/db67a010d90777232306c74e051648d4.jpg";"/userdata/gfx/43f5cf4a154b279a2e983b47eaf97e31.jpg";"/userdata/gfx/ab4acc7357bd14240e4f92c448334c0a.jpg";"/userdata/gfx/a096020fb87c32a29b0110c5b283cbd9.jpg";"Waga: 1,40 - 1,80g";"z brylantami";"450"
"1521779609-226";"https://sklep.bestdiamonds.pl/userdata/gfx/88c8d74bed0a33b9a8c2dab958f57f97.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/f710d5982f8f3cead1b747b4114baa6a.jpg";"Pierścionek EY-249 0,10ct";"EY-249 0,10ct";"Brylant 0,10ct H/Si";"/userdata/gfx/88c8d74bed0a33b9a8c2dab958f57f97.jpg";"/userdata/gfx/f710d5982f8f3cead1b747b4114baa6a.jpg";"/userdata/gfx/818eadaa716c5315299d929df1f8d7e6.jpg";"/userdata/gfx/b1493a8cb1e5957598828496598fb6f3.jpg";"Waga: 1,70 - 2,10g";"z brylantami";"650"
"1521779426-139";"https://sklep.bestdiamonds.pl/userdata/gfx/815d4056b41eac914958532f4b34c483.jpg,https://sklep.bestdiamonds.pl/userdata/gfx/d3cae1af6fb2e3a8505b4e963c82bc2b.jpg";"Pierścionek EY-31 rubin";"EY-31 rubin";"Kamień centralny: rubin 1,70 ct
Kamienie boczne: brylanty 0,04 ct H/Si";"/userdata/gfx/815d4056b41eac914958532f4b34c483.jpg";"/userdata/gfx/d3cae1af6fb2e3a8505b4e963c82bc2b.jpg";"/userdata/gfx/46267a9f87a6fe6d2baffcecd3ac41d8.jpg";"/userdata/gfx/1cd5f175a31c1c47fed36d603233f0c6.jpg";"Waga: 1,30 - 1,70g";"z rubinem";"860"
